0.00227812 0.629559 0.128806 0.937167 
0.111946 0.848167 0.233345 0.983382 
0.00919723 0.579776 0.0464567 0.878744 
0.0908112 0.663594 0.254439 0.932729 
0.139397 0.875729 0.279558 0.993971 
0.0464567 0.567428 0.0815734 0.87866 
0.0793258 0.644032 0.342121 0.914691 
0.0833497 0.404788 0.136909 0.873513 
0.15665 0.452786 0.270639 0.877205 
0.28513 0.635075 0.340417 0.996303 
0.224305 0.634686 0.388493 0.923377 
0.0313211 0.442225 0.288549 0.695167 
0.141467 0.624142 0.226165 0.757581 
0.346679 0.603678 0.385283 0.984754 
0.286138 0.247623 0.419997 0.998644 
0.26173 0.276062 0.332731 0.855809 
0.00121676 0.129473 0.0298266 0.674866 
0.031161 0.137438 0.0717781 0.665967 
0.0628035 0.129974 0.136034 0.659153 
0.382324 0.587474 0.422815 0.981072 
0.124645 0.44088 0.388869 0.682763 
0.22828 0.552452 0.311406 0.754845 
0.0766855 0.334674 0.313749 0.624923 
0.389967 0.78915 0.469893 0.999947 
0.0894433 0.546572 0.322834 0.601587 
0.423736 0.611795 0.501172 0.959592 
0.467092 0.611795 0.507547 0.988559 
0.393028 0.601764 0.470689 0.844402 
0.442518 0.257803 0.542986 0.967113 
0.0906035 0.483905 0.333946 0.545732 
0.0939829 0.446829 0.315041 0.530726 
0.503206 0.594598 0.545662 0.96562 
0.541493 0.767825 0.597197 0.998833 
0.493551 0.357035 0.59358 0.980292 
0.598099 0.527797 0.649823 0.994286 
0.54336 0.565036 0.596094 0.766272 
0.625944 0.418177 0.692459 0.768646 
0.407846 0.212116 0.504017 0.713702 
0.597707 0.182756 0.645524 0.686055 
0.17889 0.0864699 0.465018 0.18342 
0.294563 0.423341 0.580779 0.512686 
0.493087 0.145858 0.595879 0.551005 
0.0469924 0.0877234 0.284785 0.239256 
0.181142 0.180371 0.380174 0.332342 
0.292907 0.177301 0.495076 0.330624 
0.207404 0.398128 0.517686 0.461403 
0.220694 0.312754 0.526084 0.39771 
0.626585 0.169352 0.692179 0.526748 
0.0701921 0.296204 0.185343 0.445227 
0.00409066 0.176152 0.0928374 0.33029 
0.117922 0.892913 0.248593 0.994561 
0.000147371 0.904443 0.126433 0.99904 
0.000147371 0.0864699 0.692459 0.999947 
0.87199 0.00184189 0.99807 0.0712903 
0.872942 0.0642768 0.999658 0.1416 
0.809469 0.000495359 0.874664 0.136758 
0.744099 0.136449 0.993143 0.174756 
0.743473 0.00225549 0.82448 0.13806 
0.000795194 0.313054 0.105493 0.467073 
0.861443 0.27978 0.999579 0.418497 
0.743723 0.20199 0.999441 0.273112 
0.937739 0.342293 0.997755 0.438739 
0.743697 0.174756 0.996906 0.209707 
0.815084 0.443297 0.998638 0.503275 
0.652564 0.000386866 0.825232 0.218184 
0.815858 0.499787 0.997288 0.556024 
0.793378 0.360389 0.918551 0.445633 
0.79916 0.280687 0.912444 0.378406 
0.859912 0.570962 0.998874 0.6466 
0.803426 0.539226 0.899753 0.648184 
0.640457 0.0291552 0.799792 0.26706 
0.533207 0.00485139 0.707549 0.0617524 
0.702628 0.506604 0.801472 0.62516 
0.714642 0.278247 0.800574 0.478006 
0.678795 0.571053 0.793509 0.647841 
0.591833 0.384452 0.778425 0.49003 
0.588307 0.432551 0.771114 0.583703 
0.59133 0.311037 0.768471 0.426551 
0.536691 0.0639641 0.712317 0.136879 
0.637209 0.2751 0.765755 0.404709 
0.585589 0.467415 0.751588 0.640776 
0.0506303 0.000183051 0.288916 0.142555 
0.344814 0.00153979 0.514278 0.0625855 
0.172406 0.0022315 0.321382 0.107034 
0.00548195 0.00303809 0.166902 0.0900762 
0.181573 0.0144758 0.441826 0.0910106 
0.00105684 0.0423391 0.142569 0.204269 
0.344877 0.0636214 0.54526 0.145494 
0.530436 0.185656 0.713179 0.269893 
0.535501 0.137136 0.712195 0.185644 
0.0693523 0.176869 0.175875 0.303992 
0.0789908 0.14659 0.318672 0.39903 
0.117602 0.132255 0.563329 0.179271 
0.114091 0.0951564 0.585287 0.138962 
0.101734 0.387604 0.329508 0.495317 
0.304027 0.527473 0.558747 0.600495 
0.341288 0.511362 0.58101 0.582925 
0.456796 0.260194 0.5695 0.438078 
0.353911 0.248413 0.469899 0.439853 
0.130473 0.182635 0.555148 0.258244 
0.225859 0.148331 0.574306 0.244354 
0.257 0.244788 0.377159 0.409877 
0.125359 0.243141 0.271476 0.39328 
0.000795194 0.000183051 0.999658 0.648184 
0.000147371 0.000183051 0.999658 0.999947 
