0.0411676 0.603678 0.894862 0.635075 
0.310356 0.264975 0.595879 0.380425 
0.777919 0.556024 0.998501 0.600537 
0.446673 0.544489 0.867445 0.574957 
0.0559731 0.532554 0.341288 0.5736 
0.368078 0.534853 0.860595 0.55748 
0.0353004 0.4658 0.353264 0.537468 
0.42422 0.444679 0.721819 0.491201 
0.673948 0.437632 0.916444 0.49052 
0.296855 0.393684 0.588895 0.455198 
0.801687 0.383458 0.988378 0.437502 
0.73743 0.374182 0.849664 0.478006 
0.663042 0.389918 0.771114 0.493958 
0.426428 0.615614 0.948664 0.638441 
0.658025 0.613632 0.977042 0.630306 
0.804197 0.269278 0.928248 0.379142 
0.505744 0.371089 0.857062 0.393242 
0.511454 0.345192 0.848908 0.370927 
0.64167 0.522645 0.997288 0.539815 
0.542986 0.536416 0.940643 0.551778 
0.675476 0.557816 0.78463 0.589286 
0.694279 0.577238 0.837151 0.602638 
0.647479 0.419602 0.860388 0.437051 
0.428452 0.425226 0.649977 0.476233 
0.864902 0.302038 0.949463 0.390365 
0.944839 0.284443 0.997755 0.386549 
0.869248 0.443126 0.981728 0.498037 
0.924683 0.418373 0.996293 0.469476 
0.531384 0.506222 0.990871 0.522209 
0.801472 0.499787 0.998638 0.52137 
0.715677 0.602758 0.998874 0.618255 
0.513491 0.602867 0.888939 0.614761 
0.451294 0.560619 0.660542 0.600927 
0.220669 0.566534 0.443908 0.601764 
0.579052 0.638821 0.969736 0.6466 
0.0997107 0.644032 0.861436 0.651936 
0.0474749 0.347514 0.340958 0.452786 
0.0433219 0.284434 0.469899 0.409877 
0.621976 0.26706 0.802156 0.324624 
0.646762 0.26877 0.768471 0.365541 
0.226459 0.512686 0.735093 0.531408 
0.191497 0.49506 0.730996 0.511597 
0.225246 0.000183051 0.582771 0.0285486 
0.652564 0.000386866 0.750231 0.0648284 
0.588918 0.00548427 0.67923 0.158198 
0.431705 0.0279415 0.587873 0.13348 
0.276801 0.0565266 0.50919 0.138468 
